Seeded RNG: 3560323407
Running IMIS. InitSamples: 50000000, StepSamples: 100000, FinalResamples 100000, MaxIter 3000
Step Var(w_i)  MargLik    Unique Max(w_i)     ESS     Time
 202  1720.14    31.69 61049.17     0.00 40786.86    41.00
 203  1707.41    31.69 61131.56     0.00 41149.47    41.00
 204  1693.21    31.69 61282.02     0.00 41553.37    40.00
 205  1688.23    31.69 61391.76     0.00 41735.01    41.00
 206  1679.37    31.69 61449.51     0.00 42014.58    41.00
 207  1674.26    31.70 61547.33     0.00 42202.42    41.00
 208  1672.05    31.70 61643.22     0.00 42317.93    40.00
 209  1674.52    31.70 61699.00     0.00 42315.26    39.00
 210  1659.35    31.70 61783.02     0.00 42762.14    38.00
 211  1649.34    31.70 61901.60     0.00 43081.92    41.00
 212  1637.00    31.70 61996.52     0.00 43467.56    40.00
 213  1689.36    31.70 62024.46     0.00 42180.29    42.00
 214  1628.99    31.70 62098.02     0.00 43803.98    42.00
 215  1627.74    31.70 62180.32     0.00 43898.89    44.00
 216  1618.27    31.70 62260.06     0.00 44217.43    42.00
 217  1640.05    31.71 62341.95     0.00 43691.50    42.00
 218  1613.38    31.71 62409.97     0.00 44475.21    41.00
 219  1612.54    31.71 62471.75     0.00 44560.37    41.00
 220  1596.13    31.71 62585.19     0.00 45080.73    43.00
 221  1588.88    31.71 62671.09     0.00 45349.27    41.00
 222  1586.58    31.71 62721.12     0.00 45478.04    44.00
 223  1581.92    31.71 62793.12     0.00 45674.96    40.00
 224  1578.31    31.71 62876.18     0.00 45842.91    44.00
 225  1570.96    31.71 62971.34     0.00 46120.76    45.00
 226  1563.35    31.71 63076.76     0.00 46408.91    44.00
 227  1555.99    31.71 63164.35     0.00 46692.77    44.00
 228  1563.41    31.72 63179.56     0.00 46535.24    43.00
 229  1690.42    31.72 63162.03     0.00 43099.98    43.00
 230  1563.50    31.72 63268.76     0.00 46660.17    42.00
