Seeded RNG: 3770004185
Running IMIS. InitSamples: 50000000, StepSamples: 100000, FinalResamples 100000, MaxIter 3000
Step Var(w_i)  MargLik    Unique Max(w_i)     ESS     Time
  34  6290.61    32.70 37111.28     0.00  8487.50    31.00
  35  6787.69    32.73 37776.32     0.00  7880.75    34.00
  36  5793.65    32.74 38349.83     0.00  9249.91    31.00
  37  5580.48    32.75 38843.18     0.00  9621.10    31.00
  38  5409.48    32.77 39297.42     0.00  9943.66    30.00
  39  6465.95    32.79 39550.97     0.00  8334.69    32.00
  40  6097.30    32.81 39849.54     0.00  8854.93    31.00
  41  5353.44    32.82 40319.09     0.00 10103.76    32.00
  42  5118.95    32.82 40519.17     0.00 10586.03    31.00
  43  5280.37    32.83 40754.49     0.00 10281.41    33.00
  44  5220.10    32.85 41147.20     0.00 10419.27    33.00
  45  5256.23    32.88 41409.94     0.00 10366.67    32.00
  46  5019.76    32.90 41957.03     0.00 10874.84    33.00
  47  4792.81    32.91 42576.09     0.00 11410.55    34.00
  48  4757.34    32.93 42916.65     0.00 11516.63    33.00
  49  4915.78    32.98 43314.60     0.00 11165.84    36.00
  50  4756.50    33.02 43692.59     0.00 11560.70    35.00
  51  4598.74    33.04 44176.59     0.00 11978.93    32.00
  52  4721.10    33.06 44523.83     0.00 11689.72    33.00
  53  4396.66    33.08 45075.89     0.00 12574.87    34.00
  54  4323.01    33.09 45348.90     0.00 12812.18    33.00
  55  4092.05    33.10 45802.73     0.00 13559.58    33.00
  56  3931.16    33.12 46348.27     0.00 14139.81    32.00
  57  3751.23    33.13 46964.95     0.00 14844.51    32.00
  58  3608.20    33.15 47437.57     0.00 15460.50    31.00
  59  3444.92    33.16 47929.61     0.00 16222.09    31.00
  60  3737.37    33.17 48126.23     0.00 14979.80    32.00
  61  3402.89    33.18 48364.94     0.00 16481.12    33.00
  62  3288.42    33.18 48688.94     0.00 17085.10    34.00
  63  3231.00    33.19 48987.49     0.00 17419.56    34.00
  64  3107.20    33.20 49431.18     0.00 18145.56    33.00
  65  3088.65    33.20 49593.65     0.00 18286.85    32.00
  66  3248.41    33.22 49902.87     0.00 17418.55    35.00
  67  3053.98    33.22 50191.78     0.00 18559.86    33.00
  68  3000.28    33.22 50536.83     0.00 18925.26    32.00
  69  2955.11    33.23 50742.70     0.00 19248.28    35.00
  70  2923.69    33.23 50994.57     0.00 19489.22    32.00
  71  2915.61    33.24 51177.41     0.00 19577.50    33.00
  72  2865.59    33.25 51541.50     0.00 19954.04    33.00
  73  2803.72    33.25 51890.28     0.00 20429.83    34.00
  74  3054.03    33.26 52060.56     0.00 18788.69    32.00
  75  2741.84    33.26 52317.86     0.00 20963.64    32.00
  76  2723.27    33.26 52486.23     0.00 21143.26    32.00
  77  2683.33    33.26 52639.36     0.00 21495.14    33.00
  78  2624.63    33.26 52947.08     0.00 22013.75    33.00
  79  2556.39    33.27 53229.43     0.00 22640.29    33.00
  80  2505.09    33.27 53484.28     0.00 23143.61    32.00
  81  2510.33    33.28 53759.49     0.00 23135.15    34.00
  82  2559.60    33.28 53957.62     0.00 22729.06    34.00
  83  2418.00    33.29 54255.77     0.00 24100.91    34.00
  84  2412.32    33.30 54364.78     0.00 24199.02    35.00
  85  2408.51    33.30 54597.16     0.00 24278.77    33.00
  86  2487.57    33.31 54747.66     0.00 23547.70    33.00
  87  2404.15    33.31 55062.09     0.00 24405.91    34.00
  88  2442.52    33.31 55248.12     0.00 24063.68    35.00
  89  2339.87    33.32 55418.77     0.00 25161.57    35.00
  90  2276.49    33.33 55697.78     0.00 25905.67    35.00
  91  2239.77    33.33 55882.08     0.00 26374.88    35.00
  92  2232.52    33.34 56044.78     0.00 26505.28    35.00
  93  2260.76    33.34 56146.54     0.00 26218.48    35.00
  94  2214.03    33.34 56346.83     0.00 26816.85    35.00
  95  2175.71    33.34 56501.58     0.00 27334.86    33.00
  96  2158.29    33.34 56669.33     0.00 27601.69    34.00
  97  2127.18    33.35 56871.77     0.00 28052.13    35.00
  98  2104.18    33.35 57019.24     0.00 28406.18    34.00
  99  2086.96    33.36 57200.39     0.00 28688.24    36.00
 100  2056.90    33.36 57390.45     0.00 29155.88    34.00
 101  2032.58    33.37 57644.70     0.00 29553.77    32.00
 102  1992.65    33.37 57941.24     0.00 30195.83    33.00
 103  2028.13    33.38 58117.45     0.00 29717.15    33.00
 104  1957.11    33.38 58356.16     0.00 30846.05    34.00
 105  1905.17    33.39 58771.00     0.00 31738.98    35.00
 106  1879.29    33.39 59023.00     0.00 32229.07    35.00
 107  1846.62    33.39 59283.74     0.00 32853.06    35.00
 108  1818.62    33.40 59461.77     0.00 33413.52    35.00
 109  1798.81    33.40 59618.67     0.00 33836.84    36.00
 110  1786.23    33.41 59850.15     0.00 34131.10    34.00
 111  1739.86    33.41 60131.15     0.00 35097.58    36.00
 112  1721.09    33.41 60346.87     0.00 35538.25    36.00
 113  1684.19    33.41 60573.69     0.00 36375.73    34.00
 114  1645.67    33.42 60859.55     0.00 37287.31    34.00
 115  1656.87    33.42 61032.36     0.00 37095.70    38.00
 116  1623.64    33.42 61140.88     0.00 37916.04    37.00
 117  1611.24    33.42 61354.96     0.00 38269.65    35.00
 118  1594.90    33.42 61499.46     0.00 38724.33    35.00
 119  1573.23    33.43 61693.08     0.00 39320.88    35.00
 120  1560.64    33.43 61911.14     0.00 39701.89    35.00
 121  1542.56    33.43 62056.05     0.00 40231.60    34.00
 122  1534.04    33.43 62153.55     0.00 40520.22    34.00
 123  1515.09    33.43 62319.05     0.00 41092.66    35.00
 124  1495.91    33.44 62503.17     0.00 41685.89    34.00
 125  1486.76    33.44 62667.32     0.00 42009.35    40.00
 126  1461.97    33.44 62849.80     0.00 42789.63    37.00
 127  1447.48    33.44 63021.48     0.00 43286.88    35.00
 128  1449.44    33.44 63087.80     0.00 43297.29    37.00
 129  1435.69    33.45 63255.00     0.00 43781.31    38.00
