Seeded RNG: 2514336011
Running IMIS. InitSamples: 50000000, StepSamples: 100000, FinalResamples 100000, MaxIter 3000
Step Var(w_i)  MargLik    Unique Max(w_i)     ESS     Time
 448  2504.62    30.29 61690.81     0.00 37834.90    54.00
 449  2485.94    30.29 61758.97     0.00 38159.28    56.00
 450  2482.32    30.29 61808.09     0.00 38255.28    54.00
 451  2466.18    30.29 61887.37     0.00 38546.01    54.00
 452  2455.25    30.29 61942.50     0.00 38758.27    55.00
 453  2459.37    30.29 61989.99     0.00 38734.02    55.00
 454  2447.28    30.29 62066.25     0.00 38966.20    55.00
 455  2436.04    30.29 62103.87     0.00 39186.82    54.00
 456  2431.44    30.29 62148.53     0.00 39302.06    55.00
 457  3062.66    30.29 62110.14     0.00 31237.11    59.00
 458  2413.23    30.29 62260.02     0.00 39681.42    61.00
 459  2416.36    30.29 62283.65     0.00 39671.42    59.00
 460  2412.44    30.29 62313.63     0.00 39777.27    59.00
 461  2406.36    30.29 62352.11     0.00 39919.32    54.00
 462  2398.05    30.30 62402.31     0.00 40099.18    57.00
 463  2383.69    30.30 62477.36     0.00 40382.53    55.00
 464  2379.76    30.30 62506.90     0.00 40491.20    54.00
 465  2378.61    30.30 62530.19     0.00 40552.85    58.00
 466  2374.85    30.30 62571.61     0.00 40659.13    56.00
 467  2390.37    30.30 62593.59     0.00 40437.15    57.00
 468  2373.19    30.30 62626.08     0.00 40771.75    55.00
 469  2370.82    30.30 62645.55     0.00 40854.64    58.00
 470  2370.34    30.30 62668.73     0.00 40905.08    56.00
 471  2358.80    30.30 62712.72     0.00 41147.59    56.00
 472  2352.65    30.30 62751.44     0.00 41297.50    58.00
 473  2357.54    30.31 62767.55     0.00 41254.38    58.00
 474  2351.15    30.31 62809.32     0.00 41408.90    55.00
 475  2343.84    30.31 62873.16     0.00 41580.59    56.00
 476  2361.22    30.31 62921.94     0.00 41317.05    58.00
 477  2374.00    30.31 62933.16     0.00 41136.88    56.00
 478  2336.04    30.31 62996.64     0.00 41847.85    58.00
 479  2346.00    30.31 63013.16     0.00 41712.81    55.00
 480  2326.98    30.31 63074.20     0.00 42096.57    54.00
 481  2338.85    30.31 63095.46     0.00 41925.72    60.00
 482  2321.49    30.31 63188.06     0.00 42282.28    55.00
 483  2310.46    30.31 63250.90     0.00 42527.25    56.00
